...1,Authors (Year),ID,Site,Lat,Long,Management_(OA_MPA_MEARB_Other),Temporal_Scale,Mean kelp,Mean no Kelp,Mean + one error bar Kelp,Mean + one error bar no Kelp,Error Kelp,Error no-Kelp,Error Type,Variable,N (Kelp),N (no-kelp),Unit Dimensions,Area (m2),Notes on Type of study,Comments,Kelp Taxon,Clearing Size (m^2),Time Until Resampling (days),Mean Depth (m),Inferred Mechanism of Clearing (experiment_storm_heat wave_barren_kelp addition),Type of Study (Experimental_ObservatioNAl),"Observational Study Type (Spatial, Temporal)",Single Species? (yes/no),Total Abundance? (yes/no),Species Richness? (yes/no),Biomass? (yes/no),Clearing Response (algae_barren_kelp),"Survey Type (quadrat, transect, video, photo, Net/Trap)",Short Variable Description,Latititude in Decimal Degrees,Longitude in Decimal Degrees,"Juvenile, Adult, Both",sample unit area (m^2),Total Area Sampled per Treatment (m^2: n*replicate area),Mean kelp t0,Mean no Kelp t0,Mean + one error bar Kelp t0,Mean + one error bar no Kelp t0,Error Kelp t0,Error no-Kelp t0,Error Type t0,Date of t0 (dd/mm/yyyy),Fish Species,Order,Family,Trophic level,Trophic group,Total Lenght (cm),Biomass (gr),Habitat Association (Benthic-Pelagic-Demersal)
645,Jones (1984),54,Cape Rodney to Okakari point Northeastern coast of New Zeland,-36.276,174.83,MR,Mar-80,2.44,0.25,2.93,0.35,0.49,0.1,SE,Mean density of juvenile of P. celidotus,10,10,NA,500,How variable is recruitment between habitats between locations within habitats and between years,Fig. 2,Ecklonia radiata,NA,NA,11,NA,Observational,Temporal,Yes,no,no,No,no,Transect,Abundance of Pseudolabrus celidotus,-36.276,174.83,Juvenile,500,5000,NA,NA,NA,NA,NA,NA,NA,NA,Notolabrus celidotus,Eupercaria,Labridae,"3,3",invertivore,"23,9","132,4439196",Demersal
646,Jones (1984),54,Cape Rodney to Okakari point Northeastern coast of New Zeland,-36.276,174.83,MR,Mar-77,3.2,1.19,3.95,1.65,0.75,0.46,SE,Mean density of juvenile of P. celidotus,10,10,NA,500,How variable is recruitment between habitats between locations within habitats and between years,Fig. 2,Ecklonia radiata,NA,NA,11,NA,Observational,Temporal,Yes,no,no,No,no,Transect,Abundance of Pseudolabrus celidotus,-36.276,174.83,Juvenile,500,5000,NA,NA,NA,NA,NA,NA,NA,NA,Notolabrus celidotus,Eupercaria,Labridae,"3,3",invertivore,"23,9","132,4439196",Demersal
647,Jones (1984),54,Cape Rodney to Okakari point Northeastern coast of New Zeland,-36.276,174.83,MR,Mar-78,1.49,1.2,1.98,1.69,0.49,0.49,SE,Mean density of juvenile of P. celidotus,10,10,NA,500,How variable is recruitment between habitats between locations within habitats and between years,Fig. 2,Ecklonia radiata,NA,NA,11,NA,Observational,Temporal,Yes,no,no,No,no,Transect,Abundance of Pseudolabrus celidotus,-36.276,174.83,Juvenile,500,5000,NA,NA,NA,NA,NA,NA,NA,NA,Notolabrus celidotus,Eupercaria,Labridae,"3,3",invertivore,"23,9","132,4439196",Demersal
648,Jones (1984),54,Cape Rodney to Okakari point Northeastern coast of New Zeland,-36.276,174.83,MR,Mar-79,3.41,3.08,4.28,4.02,0.87,0.94,SE,Mean density of juvenile of P. celidotus,10,10,NA,500,How variable is recruitment between habitats between locations within habitats and between years,Fig. 2,Ecklonia radiata,NA,NA,11,NA,Observational,Temporal,Yes,no,no,No,no,Transect,Abundance of Pseudolabrus celidotus,-36.276,174.83,Juvenile,500,5000,NA,NA,NA,NA,NA,NA,NA,NA,Notolabrus celidotus,Eupercaria,Labridae,"3,3",invertivore,"23,9","132,4439196",Demersal
649,Jones (1984),54,Cape Rodney to Okakari point Northeastern coast of New Zeland,-36.276,174.83,MR,Mar-80,2.44,1.39,2.93,1.86,0.49,0.47,SE,Mean density of juvenile of P. celidotus,10,10,NA,500,How variable is recruitment between habitats between locations within habitats and between years,Fig. 2,Ecklonia radiata,NA,NA,11,NA,Observational,Temporal,Yes,no,no,No,no,Transect,Abundance of Pseudolabrus celidotus,-36.276,174.83,Juvenile,500,5000,NA,NA,NA,NA,NA,NA,NA,NA,Notolabrus celidotus,Eupercaria,Labridae,"3,3",invertivore,"23,9","132,4439196",Demersal
650,Jones (1984),54,Cape Rodney to Okakari point Northeastern coast of New Zeland,-36.276,174.83,MR,Mar-77,3.2,0,3.95,0,0.75,0,SE,Mean density of juvenile of P. celidotus,10,5,NA,500,How variable is recruitment between habitats between locations within habitats and between years,Fig. 2,Ecklonia radiata,NA,NA,11,NA,Observational,Temporal,Yes,no,no,No,no,Transect,Abundance of Pseudolabrus celidotus,-36.276,174.83,Juvenile,500,5000,NA,NA,NA,NA,NA,NA,NA,NA,Notolabrus celidotus,Eupercaria,Labridae,"3,3",invertivore,"23,9","132,4439196",Demersal
651,Jones (1984),54,Cape Rodney to Okakari point Northeastern coast of New Zeland,-36.276,174.83,MR,Mar-78,1.49,1.22,1.98,1.69,0.49,0.47,SE,Mean density of juvenile of P. celidotus,10,5,NA,500,How variable is recruitment between habitats between locations within habitats and between years,Fig. 2,Ecklonia radiata,NA,NA,11,NA,Observational,Temporal,yes,no,no,No,no,Transect,Abundance of Pseudolabrus celidotus,-36.276,174.83,Juvenile,500,5000,NA,NA,NA,NA,NA,NA,NA,NA,Notolabrus celidotus,Eupercaria,Labridae,"3,3",invertivore,"23,9","132,4439196",Demersal
652,Jones (1984),54,Cape Rodney to Okakari point Northeastern coast of New Zeland,-36.276,174.83,MR,Mar-79,3.41,0.42,4.28,0.68,0.87,0.26,SE,Mean density of juvenile of P. celidotus,10,5,NA,500,How variable is recruitment between habitats between locations within habitats and between years,Fig. 2,Ecklonia radiata,NA,NA,11,NA,Observational,Temporal,yes,no,no,No,no,Transect,Abundance of Pseudolabrus celidotus,-36.276,174.83,Juvenile,500,5000,NA,NA,NA,NA,NA,NA,NA,NA,Notolabrus celidotus,Eupercaria,Labridae,"3,3",invertivore,"23,9","132,4439196",Demersal
653,Jones (1984),54,Cape Rodney to Okakari point Northeastern coast of New Zeland,-36.276,174.83,MR,Mar-80,2.44,1.03,2.93,1.03,0.49,0,SE,Mean density of juvenile of P. celidotus,10,5,NA,500,How variable is recruitment between habitats between locations within habitats and between years,Fig. 2,Ecklonia radiata,NA,NA,11,NA,Observational,Temporal,yes,no,no,No,no,Transect,Abundance of Pseudolabrus celidotus,-36.276,174.83,Juvenile,500,5000,NA,NA,NA,NA,NA,NA,NA,NA,Notolabrus celidotus,Eupercaria,Labridae,"3,3",invertivore,"23,9","132,4439196",Demersal
654,Jones (1984),54,Cape Rodney to Okakari point Northeastern coast of New Zeland,-36.276,174.83,MR,Mar-77,3.2,0.64,3.95,1.08,0.75,0.44,SE,Mean density of juvenile of P. celidotus,10,5,NA,500,How variable is recruitment between habitats between locations within habitats and between years,Fig. 2,Ecklonia radiata,NA,NA,11,NA,Observational,Temporal,yes,no,no,No,no,Transect,Abundance of Pseudolabrus celidotus,-36.276,174.83,Juvenile,500,5000,NA,NA,NA,NA,NA,NA,NA,NA,Notolabrus celidotus,Eupercaria,Labridae,"3,3",invertivore,"23,9","132,4439196",Demersal
655,Jones (1984),54,Cape Rodney to Okakari point Northeastern coast of New Zeland,-36.276,174.83,MR,Mar-78,1.49,0,1.98,0,0.49,0,SE,Mean density of juvenile of P. celidotus,10,5,NA,500,How variable is recruitment between habitats between locations within habitats and between years,Fig. 2,Ecklonia radiata,NA,NA,11,NA,Observational,Temporal,yes,no,no,No,no,Transect,Abundance of Pseudolabrus celidotus,-36.276,174.83,Juvenile,500,5000,NA,NA,NA,NA,NA,NA,NA,NA,Notolabrus celidotus,Eupercaria,Labridae,"3,3",invertivore,"23,9","132,4439196",Demersal
656,Jones (1984),54,Cape Rodney to Okakari point Northeastern coast of New Zeland,-36.276,174.83,MR,Mar-79,3.41,0,4.28,0,0.87,0,SE,Mean density of juvenile of P. celidotus,10,5,NA,500,How variable is recruitment between habitats between locations within habitats and between years,Fig. 2,Ecklonia radiata,NA,NA,11,NA,Observational,Temporal,yes,no,no,No,no,Transect,Abundance of Pseudolabrus celidotus,-36.276,174.83,Juvenile,500,5000,NA,NA,NA,NA,NA,NA,NA,NA,Notolabrus celidotus,Eupercaria,Labridae,"3,3",invertivore,"23,9","132,4439196",Demersal
657,Jones (1984),54,Cape Rodney to Okakari point Northeastern coast of New Zeland,-36.276,174.83,MR,Mar-80,2.44,0,2.93,0,0.49,0,SE,Mean density of juvenile of P. celidotus,10,5,NA,500,How variable is recruitment between habitats between locations within habitats and between years,Fig. 2,Ecklonia radiata,NA,NA,11,NA,Observational,Temporal,yes,no,no,No,no,Transect,Abundance of Pseudolabrus celidotus,-36.276,174.83,Juvenile,500,5000,NA,NA,NA,NA,NA,NA,NA,NA,Notolabrus celidotus,Eupercaria,Labridae,"3,3",invertivore,"23,9","132,4439196",Demersal
658,Carr (1989),10,Big Fisherman Cove (northern coast of Santa CataliNA Island California U.S.A.),33.45,-118.483,OA,From January through September 1983,16.8,0,NA,NA,0.2,0,SE,Mean density (fish/270.m-3) of young of year of Brachyistius freNAtus,36,36,NA,270m3,To assess whether the presence of Macrocystis can directly affect the composition of reef fish recruitment p,Table II,Macrocystis pyrifera,150,14,8,experiment,Experimental,temporal,yes,no,no,no,Kelp,transect,Abundance of Juvenile Brachyistius freNAtus,33.45,-118.483,Juvenile,15,540,NA,NA,NA,NA,NA,NA,NA,01-01-83,Brachyistius frenatus,Ovalentaria,Embiotocidae,"3,5",invertivore,22,NA,Demersal
659,Carr (1989),10,Big Fisherman Cove (northern coast of Santa CataliNA Island California U.S.A.),33.45,-118.483,OA,From January through September 1984,8.4,0,NA,NA,4,0,SE,Mean density (fish/270.m-3) of adults of Brachyistius freNAtus,36,36,NA,270m3,To assess whether the presence of Macrocystis can directly affect the composition of reef fish recruitment p,Table II,Macrocystis pyrifera,150,14,8,experiment,Experimental,temporal,yes,no,no,no,Kelp,transect,Abundance of Adult Brachyistius freNAtus,33.45,-118.483,Adult,15,540,NA,NA,NA,NA,NA,NA,NA,01-01-83,Brachyistius frenatus,Ovalentaria,Embiotocidae,"3,5",invertivore,22,NA,Demersal
660,Carr (1989),10,Big Fisherman Cove (northern coast of Santa CataliNA Island California U.S.A.),33.45,-118.483,OA,From January through September 1985,24,0,NA,NA,1.84,0,SE,Mean density (fish/270.m-3) of young of year of Heterostichus rostratus,36,36,NA,270m3,To assess whether the presence of Macrocystis can directly affect the composition of reef fish recruitment p,Table II,Macrocystis pyrifera,150,14,8,experiment,Experimental,temporal,yes,no,no,no,Kelp,transect,Mean density (fish/270.m-3) of young of year of Heterostichus rostratus,33.45,-118.483,Juvenile,15,540,NA,NA,NA,NA,NA,NA,NA,01-01-83,Heterostichus rostratus,Blenniiformes,Clinidae,"3,89",Carnivore,61,NA,Demersal
661,Carr (1989),10,Big Fisherman Cove (northern coast of Santa CataliNA Island California U.S.A.),33.45,-118.483,OA,From January through September 1986,6.5,0,NA,NA,0.9,0,SE,Mean density (fish/270.m-3) of juveniles of Heterostichus rostratus,36,36,NA,270m3,To assess whether the presence of Macrocystis can directly affect the composition of reef fish recruitment p,Table II,Macrocystis pyrifera,150,14,8,experiment,Experimental,temporal,yes,no,no,no,Kelp,transect,Mean density (fish/270.m-3) of juveniles of Heterostichus rostratus,33.45,-118.483,Juvenile,15,540,NA,NA,NA,NA,NA,NA,NA,01-01-83,Heterostichus rostratus,Blenniiformes,Clinidae,"3,89",Carnivore,61,NA,Demersal
662,Carr (1989),10,Big Fisherman Cove (northern coast of Santa CataliNA Island California U.S.A.),33.45,-118.483,OA,From January through September 1987,1.4,0.3,NA,NA,0.6,0.3,SE,Mean density (fish/270.m-3) of adults of Heterostichus rostratus,36,36,NA,270m3,To assess whether the presence of Macrocystis can directly affect the composition of reef fish recruitment p,Table II,Macrocystis pyrifera,150,14,8,experiment,Experimental,temporal,yes,no,no,no,Kelp,transect,Mean density (fish/270.m-3) of adults of Heterostichus rostratus,33.45,-118.483,Adult,15,540,NA,NA,NA,NA,NA,NA,NA,01-01-83,Heterostichus rostratus,Blenniiformes,Clinidae,"3,89",Carnivore,61,NA,Demersal
663,Carr (1989),10,Big Fisherman Cove (northern coast of Santa CataliNA Island California U.S.A.),33.45,-118.483,OA,From January through September 1988,26.7,4.8,NA,NA,1.3,1.6,SE,Mean density (fish/270.m-3) of young of year of Paralabrax clathratus,36,36,NA,270m3,To assess whether the presence of Macrocystis can directly affect the composition of reef fish recruitment p,Table II,Macrocystis pyrifera,150,14,8,experiment,Experimental,temporal,yes,no,no,no,Kelp,transect,Mean density (fish/270.m-3) of young of year of Paralabrax clathratus,33.45,-118.483,Juvenile,15,540,NA,NA,NA,NA,NA,NA,NA,01-01-83,Paralabrax clathratus,Perciformes,Serranidae,"3,98",Carnivore,72,7000,Benthopelagic
664,Carr (1989),10,Big Fisherman Cove (northern coast of Santa CataliNA Island California U.S.A.),33.45,-118.483,OA,From January through September 1989,43.6,12.9,NA,NA,2.6,0.6,SE,Mean density (fish/270.m-3) of juveniles of Paralabrax clathratus,36,36,NA,270m3,To assess whether the presence of Macrocystis can directly affect the composition of reef fish recruitment p,Table II,Macrocystis pyrifera,150,14,8,experiment,Experimental,temporal,yes,no,no,no,Kelp,transect,Mean density (fish/270.m-3) of juveniles of Paralabrax clathratus,33.45,-118.483,Juvenile,15,540,NA,NA,NA,NA,NA,NA,NA,01-01-83,Paralabrax clathratus,Perciformes,Serranidae,"3,98",Carnivore,72,7000,Benthopelagic
665,Carr (1989),10,Big Fisherman Cove (northern coast of Santa CataliNA Island California U.S.A.),33.45,-118.483,OA,From January through September 1990,1.4,0.6,NA,NA,0.2,0.1,SE,Mean density (fish/270.m-3) of adults of Paralabrax clathratus,36,36,NA,270m3,To assess whether the presence of Macrocystis can directly affect the composition of reef fish recruitment p,Table II,Macrocystis pyrifera,150,14,8,experiment,Experimental,temporal,yes,no,no,no,Kelp,transect,Mean density (fish/270.m-3) of adults of Paralabrax clathratus,33.45,-118.483,Adult,15,540,NA,NA,NA,NA,NA,NA,NA,01-01-83,Paralabrax clathratus,Perciformes,Serranidae,"3,98",Carnivore,72,7000,Benthopelagic
666,Carr (1989),10,Big Fisherman Cove (northern coast of Santa CataliNA Island California U.S.A.),33.45,-118.483,OA,From January through September 1991,2.4,6.7,NA,NA,1,0.7,SE,Mean density (fish/270.m-3) of young of year of Alloclinus holderi,36,36,NA,270m3,To assess whether the presence of Macrocystis can directly affect the composition of reef fish recruitment p,Table II,Macrocystis pyrifera,150,14,8,experiment,Experimental,temporal,yes,no,no,no,Kelp,transect,Mean density (fish/270.m-3) of young of year of Alloclinus holderi,33.45,-118.483,Juvenile,15,540,NA,NA,NA,NA,NA,NA,NA,01-01-83,Alloclinus holderi,Blenniiformes,Labrisomidae,"3,5",NA,10,NA,Demersal
667,Carr (1989),10,Big Fisherman Cove (northern coast of Santa CataliNA Island California U.S.A.),33.45,-118.483,OA,From January through September 1992,4.2,5.7,NA,NA,0.1,0.1,SE,Mean density (fish/270.m-3) of juveniles of Alloclinus holderi,36,36,NA,270m3,To assess whether the presence of Macrocystis can directly affect the composition of reef fish recruitment p,Table II,Macrocystis pyrifera,150,14,8,experiment,Experimental,temporal,yes,no,no,no,Kelp,transect,Mean density (fish/270.m-3) of juveniles of Alloclinus holderi,33.45,-118.483,Juvenile,15,540,NA,NA,NA,NA,NA,NA,NA,01-01-83,Alloclinus holderi,Blenniiformes,Labrisomidae,"3,5",NA,10,NA,Demersal
668,Carr (1989),10,Big Fisherman Cove (northern coast of Santa CataliNA Island California U.S.A.),33.45,-118.483,OA,From January through September 1993,12.7,12.9,NA,NA,0.2,0.2,SE,Mean density (fish/270.m-3) of adults of Alloclinus holderi,36,36,NA,270m3,To assess whether the presence of Macrocystis can directly affect the composition of reef fish recruitment p,Table II,Macrocystis pyrifera,150,14,8,experiment,Experimental,temporal,yes,no,no,no,Kelp,transect,Mean density (fish/270.m-3) of adults of Alloclinus holderi,33.45,-118.483,Adult,15,540,NA,NA,NA,NA,NA,NA,NA,01-01-83,Alloclinus holderi,Blenniiformes,Labrisomidae,"3,5",NA,10,NA,Demersal
669,Carr (1989),10,Big Fisherman Cove (northern coast of Santa CataliNA Island California U.S.A.),33.45,-118.483,OA,From January through September 1994,2.8,6.5,NA,NA,0.4,0.4,SE,"Mean density (fish/270.m-3) of young of year of 
 spp.",36,36,NA,270m3,To assess whether the presence of Macrocystis can directly affect the composition of reef fish recruitment p,Table II,Macrocystis pyrifera,150,14,8,experiment,Experimental,temporal,yes,no,no,no,Kelp,transect,"Mean density (fish/270.m-3) of young of year of 
 spp.",33.45,-118.483,Juvenile,15,540,NA,NA,NA,NA,NA,NA,NA,01-01-83,Juvenile rockfish spp.,NA,NA,"3,5",NA,NA,NA,NA
670,Carr (1989),10,Big Fisherman Cove (northern coast of Santa CataliNA Island California U.S.A.),33.45,-118.483,OA,From January through September 1995,2.1,6.5,NA,NA,0.2,0.3,SE,Mean density (fish/270.m-3) of juveniles of Gibbonsia spp.,36,36,NA,270m3,To assess whether the presence of Macrocystis can directly affect the composition of reef fish recruitment p,Table II,Macrocystis pyrifera,150,14,8,experiment,Experimental,temporal,yes,no,no,no,Kelp,transect,Mean density (fish/270.m-3) of juveniles of Gibbonsia spp.,33.45,-118.483,Juvenile,15,540,NA,NA,NA,NA,NA,NA,NA,01-01-83,Gibbonsia spp,Centrarchiformes,Clinidae,"3,3",NA,NA,NA,Demersal
671,Carr (1989),10,Big Fisherman Cove (northern coast of Santa CataliNA Island California U.S.A.),33.45,-118.483,OA,From January through September 1996,2.7,4.3,NA,NA,0.1,0.6,SE,Mean density (fish/270.m-3) of adults of Gibbonsia spp.,36,36,NA,270m3,To assess whether the presence of Macrocystis can directly affect the composition of reef fish recruitment p,Table II,Macrocystis pyrifera,150,14,8,experiment,Experimental,temporal,yes,no,no,no,Kelp,transect,Mean density (fish/270.m-3) of adults of Gibbonsia spp.,33.45,-118.483,Adult,15,540,NA,NA,NA,NA,NA,NA,NA,01-01-83,Gibbonsia spp,Blenniiformes,Clinidae,"3,3",NA,NA,NA,Demersal
672,Carr (1989),10,Big Fisherman Cove (northern coast of Santa CataliNA Island California U.S.A.),33.45,-118.483,OA,From January through September 1997,4.5,0,NA,NA,1.7,0,SE,Mean number of young of year of Brachyistius freNAtus,2,2,NA,"100,48",To assess whether the presence of Macrocystis can directly affect the composition of reef fish recruitment p,Table V,Macrocystis pyrifera,12.5,14,8,experiment,Experimental,temporal,yes,no,no,no,Kelp,transect,Mean number of young of year of Brachyistius freNAtus,33.45,-118.483,Juvenile,12.5,75,NA,NA,NA,NA,NA,NA,NA,01-01-83,Brachyistius frenatus,Ovalentaria,Embiotocidae,"3,5",invertivore,22,NA,Demersal
673,Carr (1989),10,Big Fisherman Cove (northern coast of Santa CataliNA Island California U.S.A.),33.45,-118.483,OA,From January through September 1998,0.9,0,NA,NA,0,0,SE,Mean number of adults of Brachyistius freNAtus,2,2,NA,"100,48",To assess whether the presence of Macrocystis can directly affect the composition of reef fish recruitment p,Table V,Macrocystis pyrifera,12.5,14,8,experiment,Experimental,temporal,yes,no,no,no,Kelp,transect,Mean number of adults of Brachyistius freNAtus,33.45,-118.483,Adult,12.5,75,NA,NA,NA,NA,NA,NA,NA,01-01-83,Brachyistius frenatus,Ovalentaria,Embiotocidae,"3,5",invertivore,22,NA,Demersal
674,Carr (1989),10,Big Fisherman Cove (northern coast of Santa CataliNA Island California U.S.A.),33.45,-118.483,OA,From January through September 1999,7.6,0,NA,NA,0,0,SE,Mean number of young of year of Heterostichus rostratus,2,2,NA,"100,48",To assess whether the presence of Macrocystis can directly affect the composition of reef fish recruitment p,Table V,Macrocystis pyrifera,12.5,14,8,experiment,Experimental,temporal,yes,no,no,no,Kelp,transect,Mean number of young of year of Heterostichus rostratus,33.45,-118.483,Juvenile,12.5,75,NA,NA,NA,NA,NA,NA,NA,01-01-83,Heterostichus rostratus,Blenniiformes,Clinidae,"3,89",Carnivore,61,NA,Demersal
675,Carr (1989),10,Big Fisherman Cove (northern coast of Santa CataliNA Island California U.S.A.),33.45,-118.483,OA,From January through September 2000,1.6,0,NA,NA,0,0,SE,Mean number of juveniles of Heterostichus rostratus,2,2,NA,"100,48",To assess whether the presence of Macrocystis can directly affect the composition of reef fish recruitment p,Table V,Macrocystis pyrifera,12.5,14,8,experiment,Experimental,temporal,yes,no,no,no,Kelp,transect,Mean number of juveniles of Heterostichus rostratus,33.45,-118.483,Juvenile,12.5,75,NA,NA,NA,NA,NA,NA,NA,01-01-83,Heterostichus rostratus,Blenniiformes,Clinidae,"3,89",Carnivore,61,NA,Demersal
676,Carr (1989),10,Big Fisherman Cove (northern coast of Santa CataliNA Island California U.S.A.),33.45,-118.483,OA,From January through September 2001,0.6,0,NA,NA,0.2,0,SE,Mean number of adults of Heterostichus rostratus,2,2,NA,"100,48",To assess whether the presence of Macrocystis can directly affect the composition of reef fish recruitment p,Table V,Macrocystis pyrifera,12.5,14,8,experiment,Experimental,temporal,yes,no,no,no,Kelp,transect,Mean number of adults of Heterostichus rostratus,33.45,-118.483,Adult,12.5,75,NA,NA,NA,NA,NA,NA,NA,01-01-83,Heterostichus rostratus,Blenniiformes,Clinidae,"3,89",Carnivore,61,NA,Demersal
677,Carr (1989),10,Big Fisherman Cove (northern coast of Santa CataliNA Island California U.S.A.),33.45,-118.483,OA,From January through September 2002,10.1,1.7,NA,NA,0.5,0.3,SE,Mean number of young of year of Paralabrax clathratus,2,2,NA,"100,48",To assess whether the presence of Macrocystis can directly affect the composition of reef fish recruitment p,Table V,Macrocystis pyrifera,12.5,14,8,experiment,Experimental,temporal,yes,no,no,no,Kelp,transect,Mean number of young of year of Paralabrax clathratus,33.45,-118.483,Juvenile,12.5,75,NA,NA,NA,NA,NA,NA,NA,01-01-83,Paralabrax clathratus,Perciformes,Serranidae,"3,98",Carnivore,72,7000,Benthopelagic
